Produto1,Regiao,UF,Textbox76,Textbox77,Textbox78,Textbox79,Textbox80,Textbox81,Textbox82,Textbox83,Textbox84,Textbox85,Textbox86,Textbox87,Textbox88,Textbox89,Textbox31,Textbox32,Textbox33,Textbox34,Textbox35,Textbox36,Textbox38,Textbox40,Textbox41,Textbox44,Textbox46,Textbox47,Textbox48,Textbox49,Textbox74,Textbox75,Textbox90,Textbox91,Textbox92,Textbox93,Textbox94,Textbox95,Textbox96,Textbox97,Textbox98,Textbox99,Textbox100,Textbox101,Textbox57,Textbox58,Textbox59,Textbox60,Textbox61,Textbox62,Textbox63,Textbox64,Textbox65,Textbox66,Textbox67,Textbox68,Textbox69,Textbox70
PIMENTA-DO-REINO,NORDESTE,BA,"123,5",38,"1.084.150,66","31.213,80","0,0",0,"0,00","0,0",0,"0,00","0,00","0,0",0,"0,00","123,5",38,"1.084.150,66","31.213,80","0,0",0,"0,00","0,0",0,"0,00","0,00","0,0",0,"0,00","2.612,4",937,"29.985.808,25","582.988,87","63,2",18,"815.650,94","62,1",17,"807.316,83","463.846,30","0,0",0,"0,00","19.224.526,7",1.225.823,"38.957.710.018,94","1.122.713.373,24","3.223.715,6",136.238,"5.076.487.279,43","2.879.041,9",122.452,"4.475.339.538,92","2.788.303.122,68","0,0",0,"0,00"
REPOLHO,SUL,PR,"981,6",557,"10.228.264,00","181.362,24","13,8",4,"107.221,04","9,5",2,"79.070,68","44.180,72","0,0",0,"0,00","2.391,1",1.445,"21.620.308,86","392.512,83","74,7",39,"741.135,14","62,2",31,"619.841,21","359.673,37","0,0",0,"0,00","3.129,2",1.852,"30.858.042,12","534.851,75","77,6",40,"768.659,98","65,1",32,"647.366,05","380.573,22","0,0",0,"0,00","19.224.526,7",1.225.823,"38.957.710.018,94","1.122.713.373,24","3.223.715,6",136.238,"5.076.487.279,43","2.879.041,9",122.452,"4.475.339.538,92","2.788.303.122,68","0,0",0,"0,00"
REPOLHO,SUL,SC,"1.008,9",642,"8.570.951,62","158.316,24","42,8",23,"395.384,36","37,0",19,"314.729,79","130.390,23","0,0",0,"0,00","2.391,1",1.445,"21.620.308,86","392.512,83","74,7",39,"741.135,14","62,2",31,"619.841,21","359.673,37","0,0",0,"0,00","3.129,2",1.852,"30.858.042,12","534.851,75","77,6",40,"768.659,98","65,1",32,"647.366,05","380.573,22","0,0",0,"0,00","19.224.526,7",1.225.823,"38.957.710.018,94","1.122.713.373,24","3.223.715,6",136.238,"5.076.487.279,43","2.879.041,9",122.452,"4.475.339.538,92","2.788.303.122,68","0,0",0,"0,00"
REPOLHO,SUL,RS,"400,6",246,"2.821.093,24","52.834,35","18,0",12,"238.529,74","15,7",10,"226.040,74","185.102,42","0,0",0,"0,00","2.391,1",1.445,"21.620.308,86","392.512,83","74,7",39,"741.135,14","62,2",31,"619.841,21","359.673,37","0,0",0,"0,00","3.129,2",1.852,"30.858.042,12","534.851,75","77,6",40,"768.659,98","65,1",32,"647.366,05","380.573,22","0,0",0,"0,00","19.224.526,7",1.225.823,"38.957.710.018,94","1.122.713.373,24","3.223.715,6",136.238,"5.076.487.279,43","2.879.041,9",122.452,"4.475.339.538,92","2.788.303.122,68","0,0",0,"0,00"
REPOLHO,SUDESTE,SP,"358,3",176,"4.653.976,46","72.658,97","0,0",0,"0,00","0,0",0,"0,00","0,00","0,0",0,"0,00","619,3",349,"7.598.905,16","117.483,49","2,9",1,"27.524,84","2,9",1,"27.524,84","20.899,85","0,0",0,"0,00","3.129,2",1.852,"30.858.042,12","534.851,75","77,6",40,"768.659,98","65,1",32,"647.366,05","380.573,22","0,0",0,"0,00","19.224.526,7",1.225.823,"38.957.710.018,94","1.122.713.373,24","3.223.715,6",136.238,"5.076.487.279,43","2.879.041,9",122.452,"4.475.339.538,92","2.788.303.122,68","0,0",0,"0,00"
REPOLHO,SUDESTE,RJ,"90,2",77,"1.080.117,89","16.959,49","0,0",0,"0,00","0,0",0,"0,00","0,00","0,0",0,"0,00","619,3",349,"7.598.905,16","117.483,49","2,9",1,"27.524,84","2,9",1,"27.524,84","20.899,85","0,0",0,"0,00","3.129,2",1.852,"30.858.042,12","534.851,75","77,6",40,"768.659,98","65,1",32,"647.366,05","380.573,22","0,0",0,"0,00","19.224.526,7",1.225.823,"38.957.710.018,94","1.122.713.373,24","3.223.715,6",136.238,"5.076.487.279,43","2.879.041,9",122.452,"4.475.339.538,92","2.788.303.122,68","0,0",0,"0,00"
REPOLHO,SUDESTE,ES,"84,1",53,"943.622,90","14.005,10","2,9",1,"27.524,84","2,9",1,"27.524,84","20.899,85","0,0",0,"0,00","619,3",349,"7.598.905,16","117.483,49","2,9",1,"27.524,84","2,9",1,"27.524,84","20.899,85","0,0",0,"0,00","3.129,2",1.852,"30.858.042,12","534.851,75","77,6",40,"768.659,98","65,1",32,"647.366,05","380.573,22","0,0",0,"0,00","19.224.526,7",1.225.823,"38.957.710.018,94","1.122.713.373,24","3.223.715,6",136.238,"5.076.487.279,43","2.879.041,9",122.452,"4.475.339.538,92","2.788.303.122,68","0,0",0,"0,00"
REPOLHO,SUDESTE,MG,"86,8",43,"921.187,91","13.859,93","0,0",0,"0,00","0,0",0,"0,00","0,00","0,0",0,"0,00","619,3",349,"7.598.905,16","117.483,49","2,9",1,"27.524,84","2,9",1,"27.524,84","20.899,85","0,0",0,"0,00","3.129,2",1.852,"30.858.042,12","534.851,75","77,6",40,"768.659,98","65,1",32,"647.366,05","380.573,22","0,0",0,"0,00","19.224.526,7",1.225.823,"38.957.710.018,94","1.122.713.373,24","3.223.715,6",136.238,"5.076.487.279,43","2.879.041,9",122.452,"4.475.339.538,92","2.788.303.122,68","0,0",0,"0,00"
REPOLHO,NORDESTE,PE,"50,2",31,"879.449,46","12.891,96","0,0",0,"0,00","0,0",0,"0,00","0,00","0,0",0,"0,00","52,8",33,"909.452,50","13.192,05","0,0",0,"0,00","0,0",0,"0,00","0,00","0,0",0,"0,00","3.129,2",1.852,"30.858.042,12","534.851,75","77,6",40,"768.659,98","65,1",32,"647.366,05","380.573,22","0,0",0,"0,00","19.224.526,7",1.225.823,"38.957.710.018,94","1.122.713.373,24","3.223.715,6",136.238,"5.076.487.279,43","2.879.041,9",122.452,"4.475.339.538,92","2.788.303.122,68","0,0",0,"0,00"
REPOLHO,NORDESTE,CE,"2,6",2,"30.003,04","300,09","0,0",0,"0,00","0,0",0,"0,00","0,00","0,0",0,"0,00","52,8",33,"909.452,50","13.192,05","0,0",0,"0,00","0,0",0,"0,00","0,00","0,0",0,"0,00","3.129,2",1.852,"30.858.042,12","534.851,75","77,6",40,"768.659,98","65,1",32,"647.366,05","380.573,22","0,0",0,"0,00","19.224.526,7",1.225.823,"38.957.710.018,94","1.122.713.373,24","3.223.715,6",136.238,"5.076.487.279,43","2.879.041,9",122.452,"4.475.339.538,92","2.788.303.122,68","0,0",0,"0,00"
REPOLHO,CENTRO-OESTE,MS,"15,0",10,"255.828,28","4.486,48","0,0",0,"0,00","0,0",0,"0,00","0,00","0,0",0,"0,00","65,9",25,"729.375,60","11.663,38","0,0",0,"0,00","0,0",0,"0,00","0,00","0,0",0,"0,00","3.129,2",1.852,"30.858.042,12","534.851,75","77,6",40,"768.659,98","65,1",32,"647.366,05","380.573,22","0,0",0,"0,00","19.224.526,7",1.225.823,"38.957.710.018,94","1.122.713.373,24","3.223.715,6",136.238,"5.076.487.279,43","2.879.041,9",122.452,"4.475.339.538,92","2.788.303.122,68","0,0",0,"0,00"
REPOLHO,CENTRO-OESTE,DF,"34,9",12,"313.134,11","4.290,17","0,0",0,"0,00","0,0",0,"0,00","0,00","0,0",0,"0,00","65,9",25,"729.375,60","11.663,38","0,0",0,"0,00","0,0",0,"0,00","0,00","0,0",0,"0,00","3.129,2",1.852,"30.858.042,12","534.851,75","77,6",40,"768.659,98","65,1",32,"647.366,05","380.573,22","0,0",0,"0,00","19.224.526,7",1.225.823,"38.957.710.018,94","1.122.713.373,24","3.223.715,6",136.238,"5.076.487.279,43","2.879.041,9",122.452,"4.475.339.538,92","2.788.303.122,68","0,0",0,"0,00"
REPOLHO,CENTRO-OESTE,GO,"16,0",3,"160.413,21","2.886,73","0,0",0,"0,00","0,0",0,"0,00","0,00","0,0",0,"0,00","65,9",25,"729.375,60","11.663,38","0,0",0,"0,00","0,0",0,"0,00","0,00","0,0",0,"0,00","3.129,2",1.852,"30.858.042,12","534.851,75","77,6",40,"768.659,98","65,1",32,"647.366,05","380.573,22","0,0",0,"0,00","19.224.526,7",1.225.823,"38.957.710.018,94","1.122.713.373,24","3.223.715,6",136.238,"5.076.487.279,43","2.879.041,9",122.452,"4.475.339.538,92","2.788.303.122,68","0,0",0,"0,00"
BRÓCOLOS (BRÓCOLIS),SUL,RS,"1.792,7",614,"11.652.161,35","240.658,78","190,6",79,"1.289.384,79","141,3",62,"1.014.006,95","489.723,42","0,0",0,"0,00","2.499,0",1.180,"18.175.177,95","358.746,85","205,4",89,"1.403.666,58","148,0",65,"1.067.082,80","502.576,19","0,0",0,"0,00","3.256,4",1.537,"27.887.717,03","512.869,40","225,7",101,"1.655.274,10","164,4",73,"1.270.255,51","625.867,59","0,0",0,"0,00","19.224.526,7",1.225.823,"38.957.710.018,94","1.122.713.373,24","3.223.715,6",136.238,"5.076.487.279,43","2.879.041,9",122.452,"4.475.339.538,92","2.788.303.122,68","0,0",0,"0,00"
BRÓCOLOS (BRÓCOLIS),SUL,SC,"498,9",413,"4.095.619,41","73.238,19","10,7",7,"76.291,09","5,1",2,"35.316,79","10.473,52","0,0",0,"0,00","2.499,0",1.180,"18.175.177,95","358.746,85","205,4",89,"1.403.666,58","148,0",65,"1.067.082,80","502.576,19","0,0",0,"0,00","3.256,4",1.537,"27.887.717,03","512.869,40","225,7",101,"1.655.274,10","164,4",73,"1.270.255,51","625.867,59","0,0",0,"0,00","19.224.526,7",1.225.823,"38.957.710.018,94","1.122.713.373,24","3.223.715,6",136.238,"5.076.487.279,43","2.879.041,9",122.452,"4.475.339.538,92","2.788.303.122,68","0,0",0,"0,00"
BRÓCOLOS (BRÓCOLIS),SUL,PR,"207,3",153,"2.427.397,19","44.849,88","4,1",3,"37.990,70","1,6",1,"17.759,06","2.379,25","0,0",0,"0,00","2.499,0",1.180,"18.175.177,95","358.746,85","205,4",89,"1.403.666,58","148,0",65,"1.067.082,80","502.576,19","0,0",0,"0,00","3.256,4",1.537,"27.887.717,03","512.869,40","225,7",101,"1.655.274,10","164,4",73,"1.270.255,51","625.867,59","0,0",0,"0,00","19.224.526,7",1.225.823,"38.957.710.018,94","1.122.713.373,24","3.223.715,6",136.238,"5.076.487.279,43","2.879.041,9",122.452,"4.475.339.538,92","2.788.303.122,68","0,0",0,"0,00"
BRÓCOLOS (BRÓCOLIS),SUDESTE,MG,"404,5",128,"4.917.104,85","79.595,56","16,1",5,"187.040,01","14,8",4,"176.595,18","107.246,29","0,0",0,"0,00","753,4",353,"9.671.772,78","153.689,99","20,3",12,"251.607,52","16,4",8,"203.172,71","123.291,40","0,0",0,"0,00","3.256,4",1.537,"27.887.717,03","512.869,40","225,7",101,"1.655.274,10","164,4",73,"1.270.255,51","625.867,59","0,0",0,"0,00","19.224.526,7",1.225.823,"38.957.710.018,94","1.122.713.373,24","3.223.715,6",136.238,"5.076.487.279,43","2.879.041,9",122.452,"4.475.339.538,92","2.788.303.122,68","0,0",0,"0,00"
BRÓCOLOS (BRÓCOLIS),SUDESTE,SP,"262,6",95,"3.287.765,33","50.908,72","0,0",0,"0,00","0,0",0,"0,00","0,00","0,0",0,"0,00","753,4",353,"9.671.772,78","153.689,99","20,3",12,"251.607,52","16,4",8,"203.172,71","123.291,40","0,0",0,"0,00","3.256,4",1.537,"27.887.717,03","512.869,40","225,7",101,"1.655.274,10","164,4",73,"1.270.255,51","625.867,59","0,0",0,"0,00","19.224.526,7",1.225.823,"38.957.710.018,94","1.122.713.373,24","3.223.715,6",136.238,"5.076.487.279,43","2.879.041,9",122.452,"4.475.339.538,92","2.788.303.122,68","0,0",0,"0,00"
BRÓCOLOS (BRÓCOLIS),SUDESTE,RJ,"84,7",129,"1.442.890,69","22.895,54","4,3",7,"64.567,51","1,6",4,"26.577,53","16.045,11","0,0",0,"0,00","753,4",353,"9.671.772,78","153.689,99","20,3",12,"251.607,52","16,4",8,"203.172,71","123.291,40","0,0",0,"0,00","3.256,4",1.537,"27.887.717,03","512.869,40","225,7",101,"1.655.274,10","164,4",73,"1.270.255,51","625.867,59","0,0",0,"0,00","19.224.526,7",1.225.823,"38.957.710.018,94","1.122.713.373,24","3.223.715,6",136.238,"5.076.487.279,43","2.879.041,9",122.452,"4.475.339.538,92","2.788.303.122,68","0,0",0,"0,00"
BRÓCOLOS (BRÓCOLIS),SUDESTE,ES,"1,7",1,"24.011,91","290,17","0,0",0,"0,00","0,0",0,"0,00","0,00","0,0",0,"0,00","753,4",353,"9.671.772,78","153.689,99","20,3",12,"251.607,52","16,4",8,"203.172,71","123.291,40","0,0",0,"0,00","3.256,4",1.537,"27.887.717,03","512.869,40","225,7",101,"1.655.274,10","164,4",73,"1.270.255,51","625.867,59","0,0",0,"0,00","19.224.526,7",1.225.823,"38.957.710.018,94","1.122.713.373,24","3.223.715,6",136.238,"5.076.487.279,43","2.879.041,9",122.452,"4.475.339.538,92","2.788.303.122,68","0,0",0,"0,00"
BRÓCOLOS (BRÓCOLIS),CENTRO-OESTE,DF,"4,0",4,"40.766,30","432,56","0,0",0,"0,00","0,0",0,"0,00","0,00","0,0",0,"0,00","4,0",4,"40.766,30","432,56","0,0",0,"0,00","0,0",0,"0,00","0,00","0,0",0,"0,00","3.256,4",1.537,"27.887.717,03","512.869,40","225,7",101,"1.655.274,10","164,4",73,"1.270.255,51","625.867,59","0,0",0,"0,00","19.224.526,7",1.225.823,"38.957.710.018,94","1.122.713.373,24","3.223.715,6",136.238,"5.076.487.279,43","2.879.041,9",122.452,"4.475.339.538,92","2.788.303.122,68","0,0",0,"0,00"
GOIABA,SUDESTE,SP,"941,5",286,"11.232.600,82","296.182,24","3,4",3,"43.867,60","2,0",2,"21.544,38","11.350,52","0,0",0,"0,00","1.220,3",423,"15.953.204,92","379.795,85","15,6",11,"340.003,36","9,2",7,"220.606,94","125.177,54","0,0",0,"0,00","1.614,7",594,"21.349.319,47","471.207,38","19,1",14,"450.594,28","10,7",8,"260.386,94","159.859,80","0,0",0,"0,00","19.224.526,7",1.225.823,"38.957.710.018,94","1.122.713.373,24","3.223.715,6",136.238,"5.076.487.279,43","2.879.041,9",122.452,"4.475.339.538,92","2.788.303.122,68","0,0",0,"0,00"
GOIABA,SUDESTE,ES,"99,9",54,"2.354.776,89","38.830,79","9,4",7,"226.266,72","4,5",4,"129.193,52","56.591,86","0,0",0,"0,00","1.220,3",423,"15.953.204,92","379.795,85","15,6",11,"340.003,36","9,2",7,"220.606,94","125.177,54","0,0",0,"0,00","1.614,7",594,"21.349.319,47","471.207,38","19,1",14,"450.594,28","10,7",8,"260.386,94","159.859,80","0,0",0,"0,00","19.224.526,7",1.225.823,"38.957.710.018,94","1.122.713.373,24","3.223.715,6",136.238,"5.076.487.279,43","2.879.041,9",122.452,"4.475.339.538,92","2.788.303.122,68","0,0",0,"0,00"
GOIABA,SUDESTE,MG,"100,3",58,"1.700.111,13","28.103,23","2,8",1,"69.869,04","2,8",1,"69.869,04","57.235,16","0,0",0,"0,00","1.220,3",423,"15.953.204,92","379.795,85","15,6",11,"340.003,36","9,2",7,"220.606,94","125.177,54","0,0",0,"0,00","1.614,7",594,"21.349.319,47","471.207,38","19,1",14,"450.594,28","10,7",8,"260.386,94","159.859,80","0,0",0,"0,00","19.224.526,7",1.225.823,"38.957.710.018,94","1.122.713.373,24","3.223.715,6",136.238,"5.076.487.279,43","2.879.041,9",122.452,"4.475.339.538,92","2.788.303.122,68","0,0",0,"0,00"
GOIABA,SUDESTE,RJ,"78,5",25,"665.716,08","16.679,59","0,0",0,"0,00","0,0",0,"0,00","0,00","0,0",0,"0,00","1.220,3",423,"15.953.204,92","379.795,85","15,6",11,"340.003,36","9,2",7,"220.606,94","125.177,54","0,0",0,"0,00","1.614,7",594,"21.349.319,47","471.207,38","19,1",14,"450.594,28","10,7",8,"260.386,94","159.859,80","0,0",0,"0,00","19.224.526,7",1.225.823,"38.957.710.018,94","1.122.713.373,24","3.223.715,6",136.238,"5.076.487.279,43","2.879.041,9",122.452,"4.475.339.538,92","2.788.303.122,68","0,0",0,"0,00"
GOIABA,SUL,PR,"89,4",43,"1.963.831,86","41.054,31","2,5",2,"66.897,49","1,5",1,"39.780,00","34.682,26","0,0",0,"0,00","103,1",52,"2.116.162,81","45.319,07","2,5",2,"66.897,49","1,5",1,"39.780,00","34.682,26","0,0",0,"0,00","1.614,7",594,"21.349.319,47","471.207,38","19,1",14,"450.594,28","10,7",8,"260.386,94","159.859,80","0,0",0,"0,00","19.224.526,7",1.225.823,"38.957.710.018,94","1.122.713.373,24","3.223.715,6",136.238,"5.076.487.279,43","2.879.041,9",122.452,"4.475.339.538,92","2.788.303.122,68","0,0",0,"0,00"
GOIABA,SUL,RS,"9,2",7,"107.106,55","3.005,65","0,0",0,"0,00","0,0",0,"0,00","0,00","0,0",0,"0,00","103,1",52,"2.116.162,81","45.319,07","2,5",2,"66.897,49","1,5",1,"39.780,00","34.682,26","0,0",0,"0,00","1.614,7",594,"21.349.319,47","471.207,38","19,1",14,"450.594,28","10,7",8,"260.386,94","159.859,80","0,0",0,"0,00","19.224.526,7",1.225.823,"38.957.710.018,94","1.122.713.373,24","3.223.715,6",136.238,"5.076.487.279,43","2.879.041,9",122.452,"4.475.339.538,92","2.788.303.122,68","0,0",0,"0,00"
GOIABA,SUL,SC,"4,5",2,"45.224,40","1.259,11","0,0",0,"0,00","0,0",0,"0,00","0,00","0,0",0,"0,00","103,1",52,"2.116.162,81","45.319,07","2,5",2,"66.897,49","1,5",1,"39.780,00","34.682,26","0,0",0,"0,00","1.614,7",594,"21.349.319,47","471.207,38","19,1",14,"450.594,28","10,7",8,"260.386,94","159.859,80","0,0",0,"0,00","19.224.526,7",1.225.823,"38.957.710.018,94","1.122.713.373,24","3.223.715,6",136.238,"5.076.487.279,43","2.879.041,9",122.452,"4.475.339.538,92","2.788.303.122,68","0,0",0,"0,00"
GOIABA,NORDESTE,PE,"89,7",46,"1.195.955,82","17.793,03","0,0",0,"0,00","0,0",0,"0,00","0,00","0,0",0,"0,00","262,0",102,"2.830.446,07","39.112,20","0,0",0,"0,00","0,0",0,"0,00","0,00","0,0",0,"0,00","1.614,7",594,"21.349.319,47","471.207,38","19,1",14,"450.594,28","10,7",8,"260.386,94","159.859,80","0,0",0,"0,00","19.224.526,7",1.225.823,"38.957.710.018,94","1.122.713.373,24","3.223.715,6",136.238,"5.076.487.279,43","2.879.041,9",122.452,"4.475.339.538,92","2.788.303.122,68","0,0",0,"0,00"
GOIABA,NORDESTE,SE,"74,4",31,"673.169,87","8.409,83","0,0",0,"0,00","0,0",0,"0,00","0,00","0,0",0,"0,00","262,0",102,"2.830.446,07","39.112,20","0,0",0,"0,00","0,0",0,"0,00","0,00","0,0",0,"0,00","1.614,7",594,"21.349.319,47","471.207,38","19,1",14,"450.594,28","10,7",8,"260.386,94","159.859,80","0,0",0,"0,00","19.224.526,7",1.225.823,"38.957.710.018,94","1.122.713.373,24","3.223.715,6",136.238,"5.076.487.279,43","2.879.041,9",122.452,"4.475.339.538,92","2.788.303.122,68","0,0",0,"0,00"
GOIABA,NORDESTE,BA,"36,8",8,"454.580,93","6.751,11","0,0",0,"0,00","0,0",0,"0,00","0,00","0,0",0,"0,00","262,0",102,"2.830.446,07","39.112,20","0,0",0,"0,00","0,0",0,"0,00","0,00","0,0",0,"0,00","1.614,7",594,"21.349.319,47","471.207,38","19,1",14,"450.594,28","10,7",8,"260.386,94","159.859,80","0,0",0,"0,00","19.224.526,7",1.225.823,"38.957.710.018,94","1.122.713.373,24","3.223.715,6",136.238,"5.076.487.279,43","2.879.041,9",122.452,"4.475.339.538,92","2.788.303.122,68","0,0",0,"0,00"
GOIABA,NORDESTE,CE,"30,8",12,"346.558,14","4.467,94","0,0",0,"0,00","0,0",0,"0,00","0,00","0,0",0,"0,00","262,0",102,"2.830.446,07","39.112,20","0,0",0,"0,00","0,0",0,"0,00","0,00","0,0",0,"0,00","1.614,7",594,"21.349.319,47","471.207,38","19,1",14,"450.594,28","10,7",8,"260.386,94","159.859,80","0,0",0,"0,00","19.224.526,7",1.225.823,"38.957.710.018,94","1.122.713.373,24","3.223.715,6",136.238,"5.076.487.279,43","2.879.041,9",122.452,"4.475.339.538,92","2.788.303.122,68","0,0",0,"0,00"
GOIABA,NORDESTE,PI,"30,3",5,"160.181,31","1.690,29","0,0",0,"0,00","0,0",0,"0,00","0,00","0,0",0,"0,00","262,0",102,"2.830.446,07","39.112,20","0,0",0,"0,00","0,0",0,"0,00","0,00","0,0",0,"0,00","1.614,7",594,"21.349.319,47","471.207,38","19,1",14,"450.594,28","10,7",8,"260.386,94","159.859,80","0,0",0,"0,00","19.224.526,7",1.225.823,"38.957.710.018,94","1.122.713.373,24","3.223.715,6",136.238,"5.076.487.279,43","2.879.041,9",122.452,"4.475.339.538,92","2.788.303.122,68","0,0",0,"0,00"
GOIABA,CENTRO-OESTE,MS,"6,7",9,"272.636,99","4.110,39","1,0",1,"43.693,43","0,0",0,"0,00","0,00","0,0",0,"0,00","12,4",12,"371.029,37","5.410,27","1,0",1,"43.693,43","0,0",0,"0,00","0,00","0,0",0,"0,00","1.614,7",594,"21.349.319,47","471.207,38","19,1",14,"450.594,28","10,7",8,"260.386,94","159.859,80","0,0",0,"0,00","19.224.526,7",1.225.823,"38.957.710.018,94","1.122.713.373,24","3.223.715,6",136.238,"5.076.487.279,43","2.879.041,9",122.452,"4.475.339.538,92","2.788.303.122,68","0,0",0,"0,00"
GOIABA,CENTRO-OESTE,DF,"5,7",3,"98.392,38","1.299,88","0,0",0,"0,00","0,0",0,"0,00","0,00","0,0",0,"0,00","12,4",12,"371.029,37","5.410,27","1,0",1,"43.693,43","0,0",0,"0,00","0,00","0,0",0,"0,00","1.614,7",594,"21.349.319,47","471.207,38","19,1",14,"450.594,28","10,7",8,"260.386,94","159.859,80","0,0",0,"0,00","19.224.526,7",1.225.823,"38.957.710.018,94","1.122.713.373,24","3.223.715,6",136.238,"5.076.487.279,43","2.879.041,9",122.452,"4.475.339.538,92","2.788.303.122,68","0,0",0,"0,00"
GOIABA,NORTE,PA,"17,0",5,"78.476,30","1.569,99","0,0",0,"0,00","0,0",0,"0,00","0,00","0,0",0,"0,00","17,0",5,"78.476,30","1.569,99","0,0",0,"0,00","0,0",0,"0,00","0,00","0,0",0,"0,00","1.614,7",594,"21.349.319,47","471.207,38","19,1",14,"450.594,28","10,7",8,"260.386,94","159.859,80","0,0",0,"0,00","19.224.526,7",1.225.823,"38.957.710.018,94","1.122.713.373,24","3.223.715,6",136.238,"5.076.487.279,43","2.879.041,9",122.452,"4.475.339.538,92","2.788.303.122,68","0,0",0,"0,00"
CENOURA,SUL,SC,"652,3",341,"8.155.448,10","143.520,34","87,0",34,"1.030.168,45","63,8",26,"773.178,56","559.125,54","0,0",0,"0,00","1.480,1",683,"19.577.892,11","338.099,01","125,1",45,"1.606.092,76","94,7",34,"1.284.992,23","850.384,77","0,0",0,"0,00","1.929,8",902,"26.820.350,83","455.031,13","145,1",47,"1.946.915,82","114,7",36,"1.625.815,29","956.680,59","0,0",0,"0,00","19.224.526,7",1.225.823,"38.957.710.018,94","1.122.713.373,24","3.223.715,6",136.238,"5.076.487.279,43","2.879.041,9",122.452,"4.475.339.538,92","2.788.303.122,68","0,0",0,"0,00"
CENOURA,SUL,PR,"513,3",198,"6.302.585,34","104.999,23","20,9",4,"265.088,96","17,9",3,"241.447,86","93.031,71","0,0",0,"0,00","1.480,1",683,"19.577.892,11","338.099,01","125,1",45,"1.606.092,76","94,7",34,"1.284.992,23","850.384,77","0,0",0,"0,00","1.929,8",902,"26.820.350,83","455.031,13","145,1",47,"1.946.915,82","114,7",36,"1.625.815,29","956.680,59","0,0",0,"0,00","19.224.526,7",1.225.823,"38.957.710.018,94","1.122.713.373,24","3.223.715,6",136.238,"5.076.487.279,43","2.879.041,9",122.452,"4.475.339.538,92","2.788.303.122,68","0,0",0,"0,00"
CENOURA,SUL,RS,"314,5",144,"5.119.858,67","89.579,44","17,2",7,"310.835,35","13,0",5,"270.365,81","198.227,52","0,0",0,"0,00","1.480,1",683,"19.577.892,11","338.099,01","125,1",45,"1.606.092,76","94,7",34,"1.284.992,23","850.384,77","0,0",0,"0,00","1.929,8",902,"26.820.350,83","455.031,13","145,1",47,"1.946.915,82","114,7",36,"1.625.815,29","956.680,59","0,0",0,"0,00","19.224.526,7",1.225.823,"38.957.710.018,94","1.122.713.373,24","3.223.715,6",136.238,"5.076.487.279,43","2.879.041,9",122.452,"4.475.339.538,92","2.788.303.122,68","0,0",0,"0,00"
CENOURA,SUDESTE,SP,"267,0",83,"4.344.905,05","69.780,99","20,0",2,"340.823,06","20,0",2,"340.823,06","106.295,82","0,0",0,"0,00","379,5",172,"6.376.531,09","104.085,48","20,0",2,"340.823,06","20,0",2,"340.823,06","106.295,82","0,0",0,"0,00","1.929,8",902,"26.820.350,83","455.031,13","145,1",47,"1.946.915,82","114,7",36,"1.625.815,29","956.680,59","0,0",0,"0,00","19.224.526,7",1.225.823,"38.957.710.018,94","1.122.713.373,24","3.223.715,6",136.238,"5.076.487.279,43","2.879.041,9",122.452,"4.475.339.538,92","2.788.303.122,68","0,0",0,"0,00"
CENOURA,SUDESTE,MG,"106,3",76,"1.899.964,26","32.186,84","0,0",0,"0,00","0,0",0,"0,00","0,00","0,0",0,"0,00","379,5",172,"6.376.531,09","104.085,48","20,0",2,"340.823,06","20,0",2,"340.823,06","106.295,82","0,0",0,"0,00","1.929,8",902,"26.820.350,83","455.031,13","145,1",47,"1.946.915,82","114,7",36,"1.625.815,29","956.680,59","0,0",0,"0,00","19.224.526,7",1.225.823,"38.957.710.018,94","1.122.713.373,24","3.223.715,6",136.238,"5.076.487.279,43","2.879.041,9",122.452,"4.475.339.538,92","2.788.303.122,68","0,0",0,"0,00"
CENOURA,SUDESTE,ES,"3,4",4,"84.161,58","1.335,07","0,0",0,"0,00","0,0",0,"0,00","0,00","0,0",0,"0,00","379,5",172,"6.376.531,09","104.085,48","20,0",2,"340.823,06","20,0",2,"340.823,06","106.295,82","0,0",0,"0,00","1.929,8",902,"26.820.350,83","455.031,13","145,1",47,"1.946.915,82","114,7",36,"1.625.815,29","956.680,59","0,0",0,"0,00","19.224.526,7",1.225.823,"38.957.710.018,94","1.122.713.373,24","3.223.715,6",136.238,"5.076.487.279,43","2.879.041,9",122.452,"4.475.339.538,92","2.788.303.122,68","0,0",0,"0,00"
CENOURA,SUDESTE,RJ,"2,8",9,"47.500,20","782,58","0,0",0,"0,00","0,0",0,"0,00","0,00","0,0",0,"0,00","379,5",172,"6.376.531,09","104.085,48","20,0",2,"340.823,06","20,0",2,"340.823,06","106.295,82","0,0",0,"0,00","1.929,8",902,"26.820.350,83","455.031,13","145,1",47,"1.946.915,82","114,7",36,"1.625.815,29","956.680,59","0,0",0,"0,00","19.224.526,7",1.225.823,"38.957.710.018,94","1.122.713.373,24","3.223.715,6",136.238,"5.076.487.279,43","2.879.041,9",122.452,"4.475.339.538,92","2.788.303.122,68","0,0",0,"0,00"
